# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 10K of event 'cpu/mem-loads/pp'
# Total weight : 96938
# Sort order   : (null)
#
# Overhead       Samples  Local Weight             Memory access                  Symbol      Shared Object             Data Symbol             Data Object         Snoop              TLB access  Locked
# ........  ............  ............  ........................  ......................  .................  ......................  ......................  ............  ......................  ......
#
     0.08%            11  7             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e13e34  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e13f34  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000858  a.out              [.] 0x00007fff57e13f78  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e14048  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e140d0  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000887  a.out              [.] 0x00007fff57e140f8  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x00000000000008d0  a.out              [.] 0x00007fff57e1410c  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e14150  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e14190  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e141f8  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e142b8  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x00000000000008c9  a.out              [.] 0x00007fff57e14338  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e14374  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e143f4  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e14450  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e144d0  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e144d0  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e144f8  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x0000000000000887  a.out              [.] 0x00007fff57e14538  [stack]                 None          L1 or L2 hit            No    
     0.08%            11  7             L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14588  [stack]                 None          L1 or L2 hit            No    
     0.08%             3  25            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13ecc  [stack]                 None          L1 or L2 hit            No    
     0.08%             3  25            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14608  [stack]                 None          L1 or L2 hit            No    
     0.07%             3  24            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1440c  [stack]                 None          L1 or L2 hit            No    
     0.07%             3  24            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14608  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13ecc  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e13f4c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1400c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1404c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1408c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e141cc  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1420c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14248  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e1428c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e1434c  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14488  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14508  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14588  [stack]                 None          L1 or L2 hit            No    
     0.07%             6  12            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e145cc  [stack]                 None          L1 or L2 hit            No    
     0.07%             9  8             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e140d0  [stack]                 None          L1 or L2 hit            No    
     0.07%             9  8             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e14150  [stack]                 None          L1 or L2 hit            No    
     0.07%             9  8             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e143b4  [stack]                 None          L1 or L2 hit            No    
     0.07%             9  8             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e14450  [stack]                 None          L1 or L2 hit            No    
     0.07%             9  8             L1 hit                    [.] 0x0000000000000887  a.out              [.] 0x00007fff57e14538  [stack]                 None          L1 or L2 hit            No    
     0.07%             5  14            L1 hit                    [.] 0x00000000000008fe  a.out              [.] 0x00007fff57e13f98  [stack]                 None          L1 or L2 hit            No    
     0.07%             5  14            L1 hit                    [.] 0x00000000000008fe  a.out              [.] 0x00007fff57e14198  [stack]                 None          L1 or L2 hit            No    
     0.07%             5  14            L1 hit                    [.] 0x00000000000008fe  a.out              [.] 0x00007fff57e142d8  [stack]                 None          L1 or L2 hit            No    
